conn,suite,group,total_handshake_us,client_keygen_us,client_decap_us,key_schedule_us,sig_verify_us
271,TLS_AES_256_GCM_SHA384,ML-KEM-512,127915.00,0.00,243.00,195.00,84323.00
272,TLS_AES_256_GCM_SHA384,ML-KEM-512,126844.00,1.00,264.00,175.00,83325.00
273,TLS_AES_256_GCM_SHA384,ML-KEM-512,126757.00,0.00,244.00,175.00,83619.00
274,TLS_AES_256_GCM_SHA384,ML-KEM-512,125612.00,0.00,194.00,191.00,82632.00
275,TLS_AES_256_GCM_SHA384,ML-KEM-512,126888.00,0.00,430.00,176.00,83591.00
276,TLS_AES_256_GCM_SHA384,ML-KEM-512,127922.00,0.00,208.00,153.00,84585.00
277,TLS_AES_256_GCM_SHA384,ML-KEM-512,125918.00,0.00,135.00,142.00,83117.00
278,TLS_AES_256_GCM_SHA384,ML-KEM-512,126541.00,0.00,160.00,183.00,83538.00
279,TLS_AES_256_GCM_SHA384,ML-KEM-512,125319.00,0.00,213.00,205.00,82009.00
280,TLS_AES_256_GCM_SHA384,ML-KEM-512,126794.00,0.00,192.00,170.00,83572.00
281,TLS_AES_256_GCM_SHA384,ML-KEM-512,125467.00,0.00,264.00,180.00,82325.00
282,TLS_AES_256_GCM_SHA384,ML-KEM-512,125818.00,1.00,199.00,173.00,83016.00
283,TLS_AES_256_GCM_SHA384,ML-KEM-512,125965.00,0.00,252.00,168.00,82635.00
284,TLS_AES_256_GCM_SHA384,ML-KEM-512,126569.00,0.00,196.00,271.00,83577.00
285,TLS_AES_256_GCM_SHA384,ML-KEM-512,126338.00,0.00,148.00,131.00,83015.00
286,TLS_AES_256_GCM_SHA384,ML-KEM-512,127689.00,0.00,271.00,195.00,84255.00
287,TLS_AES_256_GCM_SHA384,ML-KEM-512,127040.00,0.00,308.00,171.00,83002.00
288,TLS_AES_256_GCM_SHA384,ML-KEM-512,126540.00,0.00,142.00,139.00,84042.00
289,TLS_AES_256_GCM_SHA384,ML-KEM-512,127120.00,0.00,306.00,164.00,84007.00
290,TLS_AES_256_GCM_SHA384,ML-KEM-512,125963.00,0.00,127.00,148.00,82785.00
291,TLS_AES_256_GCM_SHA384,ML-KEM-512,125407.00,0.00,173.00,158.00,82910.00
292,TLS_AES_256_GCM_SHA384,ML-KEM-512,126292.00,0.00,188.00,142.00,83269.00
293,TLS_AES_256_GCM_SHA384,ML-KEM-512,125872.00,0.00,154.00,161.00,82812.00
294,TLS_AES_256_GCM_SHA384,ML-KEM-512,125624.00,1.00,167.00,173.00,83227.00
295,TLS_AES_256_GCM_SHA384,ML-KEM-512,127101.00,0.00,213.00,192.00,84368.00
296,TLS_AES_256_GCM_SHA384,ML-KEM-512,128890.00,0.00,277.00,191.00,82654.00
297,TLS_AES_256_GCM_SHA384,ML-KEM-512,126610.00,0.00,154.00,158.00,83690.00
298,TLS_AES_256_GCM_SHA384,ML-KEM-512,125884.00,0.00,222.00,147.00,82471.00
299,TLS_AES_256_GCM_SHA384,ML-KEM-512,126284.00,0.00,257.00,145.00,83295.00
300,TLS_AES_256_GCM_SHA384,ML-KEM-512,127209.00,0.00,201.00,122.00,84058.00
301,TLS_AES_256_GCM_SHA384,ML-KEM-512,125845.00,0.00,141.00,156.00,83149.00
302,TLS_AES_256_GCM_SHA384,ML-KEM-512,126905.00,0.00,222.00,207.00,84084.00
303,TLS_AES_256_GCM_SHA384,ML-KEM-512,125782.00,0.00,169.00,156.00,82744.00
304,TLS_AES_256_GCM_SHA384,ML-KEM-512,127465.00,0.00,182.00,170.00,84459.00
305,TLS_AES_256_GCM_SHA384,ML-KEM-512,127928.00,1.00,312.00,238.00,83841.00
306,TLS_AES_256_GCM_SHA384,ML-KEM-512,126747.00,1.00,204.00,167.00,83756.00
307,TLS_AES_256_GCM_SHA384,ML-KEM-512,126721.00,0.00,226.00,144.00,83634.00
308,TLS_AES_256_GCM_SHA384,ML-KEM-512,126030.00,0.00,210.00,156.00,83214.00
309,TLS_AES_256_GCM_SHA384,ML-KEM-512,126808.00,0.00,276.00,197.00,83138.00
310,TLS_AES_256_GCM_SHA384,ML-KEM-512,126590.00,1.00,249.00,170.00,83578.00
311,TLS_AES_256_GCM_SHA384,ML-KEM-512,126764.00,1.00,315.00,335.00,83321.00
312,TLS_AES_256_GCM_SHA384,ML-KEM-512,126591.00,0.00,163.00,162.00,83799.00
313,TLS_AES_256_GCM_SHA384,ML-KEM-512,125576.00,0.00,297.00,193.00,82621.00
314,TLS_AES_256_GCM_SHA384,ML-KEM-512,125416.00,0.00,165.00,127.00,82399.00
315,TLS_AES_256_GCM_SHA384,ML-KEM-512,125472.00,0.00,192.00,176.00,82515.00
316,TLS_AES_256_GCM_SHA384,ML-KEM-512,125888.00,0.00,175.00,123.00,83431.00
317,TLS_AES_256_GCM_SHA384,ML-KEM-512,125243.00,1.00,188.00,163.00,82040.00
318,TLS_AES_256_GCM_SHA384,ML-KEM-512,125836.00,0.00,251.00,162.00,82485.00
319,TLS_AES_256_GCM_SHA384,ML-KEM-512,126830.00,0.00,215.00,167.00,83617.00
320,TLS_AES_256_GCM_SHA384,ML-KEM-512,126879.00,0.00,166.00,189.00,83614.00
321,TLS_AES_256_GCM_SHA384,ML-KEM-512,126551.00,0.00,138.00,159.00,83835.00
322,TLS_AES_256_GCM_SHA384,ML-KEM-512,127007.00,0.00,257.00,164.00,83655.00
323,TLS_AES_256_GCM_SHA384,ML-KEM-512,126870.00,0.00,148.00,158.00,83770.00
324,TLS_AES_256_GCM_SHA384,ML-KEM-512,126873.00,0.00,231.00,163.00,83703.00
325,TLS_AES_256_GCM_SHA384,ML-KEM-512,124813.00,0.00,187.00,179.00,82283.00
326,TLS_AES_256_GCM_SHA384,ML-KEM-512,126576.00,0.00,267.00,169.00,83182.00
327,TLS_AES_256_GCM_SHA384,ML-KEM-512,125998.00,0.00,259.00,143.00,82902.00
328,TLS_AES_256_GCM_SHA384,ML-KEM-512,124907.00,0.00,126.00,151.00,82118.00
329,TLS_AES_256_GCM_SHA384,ML-KEM-512,126517.00,0.00,123.00,156.00,83861.00
330,TLS_AES_256_GCM_SHA384,ML-KEM-512,126249.00,0.00,154.00,134.00,83104.00
331,TLS_AES_256_GCM_SHA384,ML-KEM-512,127518.00,0.00,209.00,196.00,84071.00
332,TLS_AES_256_GCM_SHA384,ML-KEM-512,127210.00,0.00,216.00,307.00,83342.00
333,TLS_AES_256_GCM_SHA384,ML-KEM-512,125452.00,0.00,210.00,187.00,82444.00
334,TLS_AES_256_GCM_SHA384,ML-KEM-512,127071.00,1.00,220.00,201.00,82873.00
335,TLS_AES_256_GCM_SHA384,ML-KEM-512,127868.00,0.00,194.00,170.00,84464.00
336,TLS_AES_256_GCM_SHA384,ML-KEM-512,126701.00,1.00,225.00,198.00,83449.00
337,TLS_AES_256_GCM_SHA384,ML-KEM-512,126554.00,0.00,247.00,165.00,83550.00
338,TLS_AES_256_GCM_SHA384,ML-KEM-512,126035.00,0.00,176.00,116.00,83186.00
339,TLS_AES_256_GCM_SHA384,ML-KEM-512,125558.00,0.00,215.00,180.00,83125.00
340,TLS_AES_256_GCM_SHA384,ML-KEM-512,126361.00,0.00,241.00,163.00,83333.00
341,TLS_AES_256_GCM_SHA384,ML-KEM-512,124575.00,0.00,164.00,155.00,82229.00
342,TLS_AES_256_GCM_SHA384,ML-KEM-512,128222.00,1.00,160.00,141.00,84546.00
343,TLS_AES_256_GCM_SHA384,ML-KEM-512,127468.00,0.00,215.00,196.00,84125.00
344,TLS_AES_256_GCM_SHA384,ML-KEM-512,126769.00,1.00,256.00,197.00,83980.00
345,TLS_AES_256_GCM_SHA384,ML-KEM-512,127170.00,0.00,220.00,171.00,83713.00
346,TLS_AES_256_GCM_SHA384,ML-KEM-512,125853.00,0.00,175.00,159.00,82626.00
347,TLS_AES_256_GCM_SHA384,ML-KEM-512,127561.00,1.00,226.00,197.00,83963.00
348,TLS_AES_256_GCM_SHA384,ML-KEM-512,124948.00,0.00,210.00,167.00,81909.00
349,TLS_AES_256_GCM_SHA384,ML-KEM-512,126812.00,0.00,175.00,171.00,83642.00
350,TLS_AES_256_GCM_SHA384,ML-KEM-512,124855.00,1.00,141.00,158.00,82033.00
351,TLS_AES_256_GCM_SHA384,ML-KEM-512,126595.00,0.00,144.00,156.00,83580.00
352,TLS_AES_256_GCM_SHA384,ML-KEM-512,127077.00,0.00,205.00,199.00,83951.00
353,TLS_AES_256_GCM_SHA384,ML-KEM-512,127470.00,0.00,248.00,195.00,84096.00
354,TLS_AES_256_GCM_SHA384,ML-KEM-512,126725.00,0.00,159.00,149.00,83838.00
355,TLS_AES_256_GCM_SHA384,ML-KEM-512,123796.00,0.00,188.00,122.00,82182.00
356,TLS_AES_256_GCM_SHA384,ML-KEM-512,124008.00,0.00,160.00,123.00,82035.00
357,TLS_AES_256_GCM_SHA384,ML-KEM-512,123879.00,1.00,163.00,121.00,81809.00
358,TLS_AES_256_GCM_SHA384,ML-KEM-512,125104.00,0.00,209.00,126.00,81909.00
359,TLS_AES_256_GCM_SHA384,ML-KEM-512,124922.00,0.00,109.00,105.00,82609.00
360,TLS_AES_256_GCM_SHA384,ML-KEM-512,126179.00,1.00,145.00,135.00,83713.00
361,TLS_AES_256_GCM_SHA384,ML-KEM-512,123667.00,0.00,146.00,136.00,81888.00
362,TLS_AES_256_GCM_SHA384,ML-KEM-512,124950.00,0.00,161.00,153.00,82156.00
363,TLS_AES_256_GCM_SHA384,ML-KEM-512,125867.00,0.00,185.00,146.00,82618.00
364,TLS_AES_256_GCM_SHA384,ML-KEM-512,126957.00,0.00,136.00,140.00,84279.00
365,TLS_AES_256_GCM_SHA384,ML-KEM-512,126114.00,1.00,145.00,140.00,83224.00
366,TLS_AES_256_GCM_SHA384,ML-KEM-512,126974.00,1.00,221.00,198.00,83514.00
367,TLS_AES_256_GCM_SHA384,ML-KEM-512,126699.00,1.00,225.00,201.00,83439.00
368,TLS_AES_256_GCM_SHA384,ML-KEM-512,127868.00,0.00,215.00,174.00,84661.00
369,TLS_AES_256_GCM_SHA384,ML-KEM-512,125556.00,0.00,230.00,201.00,82862.00
370,TLS_AES_256_GCM_SHA384,ML-KEM-512,124022.00,0.00,161.00,157.00,81762.00
371,TLS_AES_256_GCM_SHA384,ML-KEM-512,130768.00,0.00,243.00,170.00,83356.00
372,TLS_AES_256_GCM_SHA384,ML-KEM-512,125088.00,1.00,146.00,137.00,82297.00
373,TLS_AES_256_GCM_SHA384,ML-KEM-512,126801.00,0.00,207.00,135.00,82412.00
374,TLS_AES_256_GCM_SHA384,ML-KEM-512,124532.00,0.00,143.00,135.00,82617.00
375,TLS_AES_256_GCM_SHA384,ML-KEM-512,123236.00,0.00,73.00,80.00,81566.00
376,TLS_AES_256_GCM_SHA384,ML-KEM-512,124685.00,0.00,140.00,123.00,82056.00
377,TLS_AES_256_GCM_SHA384,ML-KEM-512,123942.00,0.00,140.00,80.00,82310.00
378,TLS_AES_256_GCM_SHA384,ML-KEM-512,124102.00,0.00,66.00,72.00,82603.00
379,TLS_AES_256_GCM_SHA384,ML-KEM-512,123811.00,0.00,113.00,96.00,82341.00
380,TLS_AES_256_GCM_SHA384,ML-KEM-512,125963.00,0.00,135.00,108.00,83341.00
381,TLS_AES_256_GCM_SHA384,ML-KEM-512,124900.00,0.00,180.00,152.00,82732.00
382,TLS_AES_256_GCM_SHA384,ML-KEM-512,123830.00,0.00,179.00,123.00,81940.00
383,TLS_AES_256_GCM_SHA384,ML-KEM-512,122946.00,0.00,84.00,122.00,81552.00
384,TLS_AES_256_GCM_SHA384,ML-KEM-512,126003.00,0.00,100.00,283.00,83202.00
385,TLS_AES_256_GCM_SHA384,ML-KEM-512,126105.00,0.00,186.00,120.00,83356.00
386,TLS_AES_256_GCM_SHA384,ML-KEM-512,123846.00,0.00,138.00,121.00,82040.00
387,TLS_AES_256_GCM_SHA384,ML-KEM-512,125900.00,0.00,202.00,119.00,82218.00
388,TLS_AES_256_GCM_SHA384,ML-KEM-512,124942.00,1.00,142.00,132.00,83108.00
389,TLS_AES_256_GCM_SHA384,ML-KEM-512,124833.00,0.00,169.00,93.00,82705.00
390,TLS_AES_256_GCM_SHA384,ML-KEM-512,126795.00,0.00,131.00,100.00,84357.00
391,TLS_AES_256_GCM_SHA384,ML-KEM-512,124241.00,0.00,69.00,76.00,82730.00
392,TLS_AES_256_GCM_SHA384,ML-KEM-512,124131.00,0.00,95.00,97.00,82592.00
393,TLS_AES_256_GCM_SHA384,ML-KEM-512,126722.00,0.00,171.00,106.00,83204.00
394,TLS_AES_256_GCM_SHA384,ML-KEM-512,126973.00,0.00,186.00,128.00,83432.00
395,TLS_AES_256_GCM_SHA384,ML-KEM-512,123753.00,0.00,152.00,107.00,82356.00
396,TLS_AES_256_GCM_SHA384,ML-KEM-512,124023.00,0.00,108.00,100.00,82555.00
397,TLS_AES_256_GCM_SHA384,ML-KEM-512,124760.00,1.00,119.00,114.00,82702.00
398,TLS_AES_256_GCM_SHA384,ML-KEM-512,125160.00,0.00,127.00,115.00,82335.00
399,TLS_AES_256_GCM_SHA384,ML-KEM-512,123937.00,0.00,259.00,108.00,82139.00
400,TLS_AES_256_GCM_SHA384,ML-KEM-512,123585.00,0.00,133.00,130.00,81963.00
401,TLS_AES_256_GCM_SHA384,ML-KEM-512,123134.00,0.00,111.00,94.00,81758.00
402,TLS_AES_256_GCM_SHA384,ML-KEM-512,126063.00,0.00,99.00,90.00,83441.00
403,TLS_AES_256_GCM_SHA384,ML-KEM-512,123684.00,0.00,143.00,115.00,82098.00
404,TLS_AES_256_GCM_SHA384,ML-KEM-512,123157.00,0.00,89.00,121.00,81669.00
405,TLS_AES_256_GCM_SHA384,ML-KEM-512,125744.00,0.00,107.00,121.00,83533.00
406,TLS_AES_256_GCM_SHA384,ML-KEM-512,124199.00,0.00,84.00,105.00,81862.00
407,TLS_AES_256_GCM_SHA384,ML-KEM-512,124678.00,1.00,289.00,130.00,82509.00
408,TLS_AES_256_GCM_SHA384,ML-KEM-512,125080.00,0.00,121.00,92.00,82480.00
409,TLS_AES_256_GCM_SHA384,ML-KEM-512,123828.00,0.00,159.00,181.00,82133.00
410,TLS_AES_256_GCM_SHA384,ML-KEM-512,125982.00,0.00,185.00,215.00,83737.00
411,TLS_AES_256_GCM_SHA384,ML-KEM-512,124775.00,0.00,113.00,103.00,82172.00
412,TLS_AES_256_GCM_SHA384,ML-KEM-512,123799.00,0.00,190.00,160.00,82223.00
413,TLS_AES_256_GCM_SHA384,ML-KEM-512,124024.00,0.00,116.00,112.00,82673.00
414,TLS_AES_256_GCM_SHA384,ML-KEM-512,125170.00,0.00,231.00,114.00,82352.00
415,TLS_AES_256_GCM_SHA384,ML-KEM-512,126673.00,0.00,247.00,122.00,83414.00
416,TLS_AES_256_GCM_SHA384,ML-KEM-512,124895.00,1.00,156.00,143.00,83007.00
417,TLS_AES_256_GCM_SHA384,ML-KEM-512,124842.00,0.00,90.00,100.00,82247.00
418,TLS_AES_256_GCM_SHA384,ML-KEM-512,124148.00,0.00,139.00,102.00,82460.00
419,TLS_AES_256_GCM_SHA384,ML-KEM-512,125257.00,0.00,179.00,140.00,83043.00
420,TLS_AES_256_GCM_SHA384,ML-KEM-512,126439.00,0.00,116.00,113.00,84581.00
421,TLS_AES_256_GCM_SHA384,ML-KEM-512,125170.00,0.00,142.00,135.00,82133.00
422,TLS_AES_256_GCM_SHA384,ML-KEM-512,123672.00,0.00,149.00,117.00,81793.00
423,TLS_AES_256_GCM_SHA384,ML-KEM-512,124107.00,0.00,170.00,104.00,82173.00
424,TLS_AES_256_GCM_SHA384,ML-KEM-512,124681.00,0.00,104.00,94.00,82685.00
425,TLS_AES_256_GCM_SHA384,ML-KEM-512,122972.00,0.00,83.00,112.00,81327.00
426,TLS_AES_256_GCM_SHA384,ML-KEM-512,124744.00,0.00,100.00,85.00,83420.00
427,TLS_AES_256_GCM_SHA384,ML-KEM-512,123020.00,0.00,98.00,104.00,81554.00
428,TLS_AES_256_GCM_SHA384,ML-KEM-512,122853.00,0.00,98.00,101.00,81579.00
429,TLS_AES_256_GCM_SHA384,ML-KEM-512,125278.00,0.00,86.00,88.00,82650.00
430,TLS_AES_256_GCM_SHA384,ML-KEM-512,125747.00,0.00,171.00,154.00,83809.00
431,TLS_AES_256_GCM_SHA384,ML-KEM-512,123977.00,0.00,109.00,97.00,82375.00
432,TLS_AES_256_GCM_SHA384,ML-KEM-512,124114.00,0.00,72.00,95.00,81820.00
433,TLS_AES_256_GCM_SHA384,ML-KEM-512,124849.00,1.00,120.00,114.00,82342.00
434,TLS_AES_256_GCM_SHA384,ML-KEM-512,124872.00,1.00,180.00,143.00,82126.00
435,TLS_AES_256_GCM_SHA384,ML-KEM-512,125138.00,0.00,131.00,158.00,83227.00
436,TLS_AES_256_GCM_SHA384,ML-KEM-512,125722.00,0.00,180.00,114.00,82792.00
437,TLS_AES_256_GCM_SHA384,ML-KEM-512,125016.00,0.00,92.00,85.00,82419.00
438,TLS_AES_256_GCM_SHA384,ML-KEM-512,123824.00,0.00,173.00,115.00,82171.00
439,TLS_AES_256_GCM_SHA384,ML-KEM-512,124950.00,0.00,158.00,129.00,82634.00
440,TLS_AES_256_GCM_SHA384,ML-KEM-512,125850.00,0.00,132.00,134.00,83393.00
441,TLS_AES_256_GCM_SHA384,ML-KEM-512,125215.00,0.00,191.00,109.00,82478.00
442,TLS_AES_256_GCM_SHA384,ML-KEM-512,125987.00,0.00,159.00,150.00,83027.00
443,TLS_AES_256_GCM_SHA384,ML-KEM-512,125872.00,1.00,250.00,124.00,83527.00
444,TLS_AES_256_GCM_SHA384,ML-KEM-512,123835.00,0.00,155.00,139.00,81603.00
445,TLS_AES_256_GCM_SHA384,ML-KEM-512,126800.00,0.00,236.00,128.00,82699.00
446,TLS_AES_256_GCM_SHA384,ML-KEM-512,125635.00,0.00,263.00,139.00,82640.00
447,TLS_AES_256_GCM_SHA384,ML-KEM-512,124200.00,0.00,90.00,187.00,82420.00
448,TLS_AES_256_GCM_SHA384,ML-KEM-512,124892.00,0.00,109.00,105.00,82583.00
449,TLS_AES_256_GCM_SHA384,ML-KEM-512,125002.00,0.00,135.00,126.00,82236.00
450,TLS_AES_256_GCM_SHA384,ML-KEM-512,123651.00,0.00,146.00,141.00,81739.00
451,TLS_AES_256_GCM_SHA384,ML-KEM-512,123021.00,0.00,76.00,80.00,81802.00
452,TLS_AES_256_GCM_SHA384,ML-KEM-512,125033.00,0.00,161.00,105.00,82496.00
453,TLS_AES_256_GCM_SHA384,ML-KEM-512,123888.00,0.00,160.00,138.00,81903.00
454,TLS_AES_256_GCM_SHA384,ML-KEM-512,126839.00,0.00,274.00,436.00,83379.00
455,TLS_AES_256_GCM_SHA384,ML-KEM-512,123877.00,0.00,141.00,92.00,82108.00
456,TLS_AES_256_GCM_SHA384,ML-KEM-512,127010.00,0.00,121.00,130.00,83659.00
457,TLS_AES_256_GCM_SHA384,ML-KEM-512,126076.00,0.00,116.00,98.00,83172.00
458,TLS_AES_256_GCM_SHA384,ML-KEM-512,124854.00,1.00,154.00,129.00,82357.00
459,TLS_AES_256_GCM_SHA384,ML-KEM-512,124164.00,0.00,162.00,104.00,82372.00
460,TLS_AES_256_GCM_SHA384,ML-KEM-512,126821.00,1.00,213.00,132.00,83681.00
461,TLS_AES_256_GCM_SHA384,ML-KEM-512,124758.00,0.00,179.00,147.00,82388.00
462,TLS_AES_256_GCM_SHA384,ML-KEM-512,124797.00,1.00,144.00,137.00,82097.00
463,TLS_AES_256_GCM_SHA384,ML-KEM-512,123677.00,0.00,132.00,124.00,82114.00
464,TLS_AES_256_GCM_SHA384,ML-KEM-512,123161.00,0.00,96.00,68.00,81539.00
465,TLS_AES_256_GCM_SHA384,ML-KEM-512,123933.00,0.00,113.00,98.00,82651.00
466,TLS_AES_256_GCM_SHA384,ML-KEM-512,124040.00,0.00,149.00,139.00,82191.00
467,TLS_AES_256_GCM_SHA384,ML-KEM-512,125007.00,0.00,141.00,115.00,82097.00
468,TLS_AES_256_GCM_SHA384,ML-KEM-512,124156.00,0.00,145.00,136.00,82075.00
469,TLS_AES_256_GCM_SHA384,ML-KEM-512,125584.00,0.00,142.00,148.00,82056.00
470,TLS_AES_256_GCM_SHA384,ML-KEM-512,125153.00,0.00,204.00,78.00,82930.00
471,TLS_AES_256_GCM_SHA384,ML-KEM-512,123759.00,1.00,191.00,148.00,81525.00
472,TLS_AES_256_GCM_SHA384,ML-KEM-512,125706.00,0.00,162.00,140.00,82826.00
473,TLS_AES_256_GCM_SHA384,ML-KEM-512,126255.00,0.00,88.00,125.00,82838.00
474,TLS_AES_256_GCM_SHA384,ML-KEM-512,125016.00,0.00,165.00,153.00,81976.00
475,TLS_AES_256_GCM_SHA384,ML-KEM-512,123823.00,0.00,131.00,124.00,82024.00
476,TLS_AES_256_GCM_SHA384,ML-KEM-512,123732.00,0.00,215.00,117.00,81863.00
477,TLS_AES_256_GCM_SHA384,ML-KEM-512,124025.00,0.00,148.00,141.00,82241.00
478,TLS_AES_256_GCM_SHA384,ML-KEM-512,123969.00,0.00,218.00,139.00,81669.00
479,TLS_AES_256_GCM_SHA384,ML-KEM-512,124115.00,0.00,129.00,118.00,81892.00
480,TLS_AES_256_GCM_SHA384,ML-KEM-512,123382.00,0.00,172.00,180.00,81599.00
481,TLS_AES_256_GCM_SHA384,ML-KEM-512,123197.00,0.00,94.00,111.00,81657.00
482,TLS_AES_256_GCM_SHA384,ML-KEM-512,124842.00,0.00,116.00,105.00,83201.00
483,TLS_AES_256_GCM_SHA384,ML-KEM-512,125121.00,0.00,131.00,107.00,82516.00
484,TLS_AES_256_GCM_SHA384,ML-KEM-512,124876.00,0.00,111.00,107.00,82072.00
485,TLS_AES_256_GCM_SHA384,ML-KEM-512,123763.00,0.00,132.00,127.00,82217.00
486,TLS_AES_256_GCM_SHA384,ML-KEM-512,125965.00,0.00,148.00,84.00,82667.00
487,TLS_AES_256_GCM_SHA384,ML-KEM-512,125102.00,0.00,172.00,137.00,82424.00
488,TLS_AES_256_GCM_SHA384,ML-KEM-512,123826.00,0.00,107.00,98.00,82235.00
489,TLS_AES_256_GCM_SHA384,ML-KEM-512,123829.00,0.00,102.00,95.00,82544.00
490,TLS_AES_256_GCM_SHA384,ML-KEM-512,123911.00,0.00,60.00,96.00,81489.00
491,TLS_AES_256_GCM_SHA384,ML-KEM-512,125307.00,0.00,120.00,97.00,83077.00
492,TLS_AES_256_GCM_SHA384,ML-KEM-512,123716.00,0.00,129.00,115.00,81964.00
493,TLS_AES_256_GCM_SHA384,ML-KEM-512,124059.00,0.00,147.00,135.00,82035.00
494,TLS_AES_256_GCM_SHA384,ML-KEM-512,126892.00,0.00,174.00,155.00,83853.00
495,TLS_AES_256_GCM_SHA384,ML-KEM-512,124036.00,0.00,146.00,144.00,82001.00
496,TLS_AES_256_GCM_SHA384,ML-KEM-512,124630.00,0.00,149.00,167.00,81730.00
497,TLS_AES_256_GCM_SHA384,ML-KEM-512,123805.00,0.00,144.00,140.00,82150.00
498,TLS_AES_256_GCM_SHA384,ML-KEM-512,124807.00,0.00,136.00,135.00,82623.00
499,TLS_AES_256_GCM_SHA384,ML-KEM-512,123247.00,0.00,85.00,128.00,81485.00
500,TLS_AES_256_GCM_SHA384,ML-KEM-512,123728.00,0.00,128.00,125.00,81999.00
501,TLS_AES_256_GCM_SHA384,ML-KEM-512,123870.00,0.00,109.00,91.00,82679.00
502,TLS_AES_256_GCM_SHA384,ML-KEM-512,123964.00,0.00,72.00,81.00,82587.00
503,TLS_AES_256_GCM_SHA384,ML-KEM-512,123083.00,0.00,102.00,119.00,81583.00
504,TLS_AES_256_GCM_SHA384,ML-KEM-512,125137.00,0.00,97.00,83.00,82392.00
505,TLS_AES_256_GCM_SHA384,ML-KEM-512,124862.00,1.00,131.00,120.00,82131.00
506,TLS_AES_256_GCM_SHA384,ML-KEM-512,123556.00,0.00,149.00,131.00,81884.00
507,TLS_AES_256_GCM_SHA384,ML-KEM-512,125249.00,1.00,78.00,81.00,82911.00
508,TLS_AES_256_GCM_SHA384,ML-KEM-512,123883.00,0.00,163.00,153.00,81703.00
509,TLS_AES_256_GCM_SHA384,ML-KEM-512,125845.00,0.00,146.00,138.00,83269.00
510,TLS_AES_256_GCM_SHA384,ML-KEM-512,125211.00,0.00,174.00,113.00,83251.00
511,TLS_AES_256_GCM_SHA384,ML-KEM-512,124526.00,0.00,165.00,154.00,82557.00
512,TLS_AES_256_GCM_SHA384,ML-KEM-512,123039.00,0.00,83.00,109.00,81562.00
513,TLS_AES_256_GCM_SHA384,ML-KEM-512,125242.00,0.00,111.00,132.00,82596.00
514,TLS_AES_256_GCM_SHA384,ML-KEM-512,124599.00,0.00,125.00,90.00,83199.00
515,TLS_AES_256_GCM_SHA384,ML-KEM-512,125831.00,0.00,76.00,73.00,82896.00
516,TLS_AES_256_GCM_SHA384,ML-KEM-512,125226.00,0.00,84.00,91.00,83143.00
517,TLS_AES_256_GCM_SHA384,ML-KEM-512,124818.00,0.00,206.00,146.00,81914.00
518,TLS_AES_256_GCM_SHA384,ML-KEM-512,124061.00,0.00,106.00,270.00,82296.00
519,TLS_AES_256_GCM_SHA384,ML-KEM-512,124779.00,0.00,114.00,129.00,82505.00
520,TLS_AES_256_GCM_SHA384,ML-KEM-512,126057.00,0.00,139.00,103.00,82566.00
521,TLS_AES_256_GCM_SHA384,ML-KEM-512,124757.00,0.00,146.00,79.00,82559.00
522,TLS_AES_256_GCM_SHA384,ML-KEM-512,125255.00,0.00,125.00,94.00,83471.00
523,TLS_AES_256_GCM_SHA384,ML-KEM-512,125458.00,0.00,139.00,147.00,83984.00
524,TLS_AES_256_GCM_SHA384,ML-KEM-512,123311.00,0.00,76.00,84.00,81592.00
525,TLS_AES_256_GCM_SHA384,ML-KEM-512,125010.00,0.00,175.00,218.00,81919.00
526,TLS_AES_256_GCM_SHA384,ML-KEM-512,123721.00,1.00,141.00,135.00,82042.00
527,TLS_AES_256_GCM_SHA384,ML-KEM-512,123897.00,0.00,181.00,130.00,82146.00
528,TLS_AES_256_GCM_SHA384,ML-KEM-512,125873.00,0.00,109.00,86.00,83382.00
529,TLS_AES_256_GCM_SHA384,ML-KEM-512,124988.00,0.00,174.00,111.00,82991.00
530,TLS_AES_256_GCM_SHA384,ML-KEM-512,126213.00,0.00,203.00,213.00,83650.00
531,TLS_AES_256_GCM_SHA384,ML-KEM-512,124817.00,1.00,206.00,156.00,82409.00
532,TLS_AES_256_GCM_SHA384,ML-KEM-512,123956.00,0.00,212.00,140.00,81507.00
533,TLS_AES_256_GCM_SHA384,ML-KEM-512,125950.00,0.00,137.00,115.00,83114.00
534,TLS_AES_256_GCM_SHA384,ML-KEM-512,123624.00,0.00,208.00,257.00,81371.00
535,TLS_AES_256_GCM_SHA384,ML-KEM-512,124893.00,0.00,99.00,105.00,82703.00
536,TLS_AES_256_GCM_SHA384,ML-KEM-512,125222.00,0.00,136.00,100.00,83181.00
537,TLS_AES_256_GCM_SHA384,ML-KEM-512,123505.00,0.00,191.00,116.00,81851.00
538,TLS_AES_256_GCM_SHA384,ML-KEM-512,124938.00,0.00,163.00,128.00,82536.00
539,TLS_AES_256_GCM_SHA384,ML-KEM-512,125180.00,0.00,54.00,68.00,82765.00
540,TLS_AES_256_GCM_SHA384,ML-KEM-512,123779.00,0.00,174.00,116.00,81927.00
541,TLS_AES_256_GCM_SHA384,ML-KEM-512,124758.00,0.00,127.00,129.00,82083.00
542,TLS_AES_256_GCM_SHA384,ML-KEM-512,124057.00,0.00,86.00,113.00,81574.00
543,TLS_AES_256_GCM_SHA384,ML-KEM-512,123981.00,0.00,119.00,115.00,81992.00
