conn,suite,group,total_handshake_us,client_keygen_us,client_decap_us,key_schedule_us,sig_verify_us
299,TLS_AES_256_GCM_SHA384,X25519,45019.00,253.00,488.00,159.00,1515.00
300,TLS_AES_256_GCM_SHA384,X25519,45376.00,332.00,518.00,157.00,1640.00
301,TLS_AES_256_GCM_SHA384,X25519,43743.00,200.00,371.00,122.00,1160.00
302,TLS_AES_256_GCM_SHA384,X25519,45107.00,228.00,393.00,122.00,1127.00
303,TLS_AES_256_GCM_SHA384,X25519,44898.00,354.00,547.00,151.00,1430.00
304,TLS_AES_256_GCM_SHA384,X25519,43595.00,217.00,314.00,109.00,814.00
305,TLS_AES_256_GCM_SHA384,X25519,43932.00,203.00,324.00,100.00,886.00
306,TLS_AES_256_GCM_SHA384,X25519,43898.00,253.00,396.00,120.00,1158.00
307,TLS_AES_256_GCM_SHA384,X25519,44178.00,184.00,357.00,112.00,1080.00
308,TLS_AES_256_GCM_SHA384,X25519,44486.00,252.00,463.00,161.00,1293.00
309,TLS_AES_256_GCM_SHA384,X25519,44889.00,252.00,428.00,148.00,1241.00
310,TLS_AES_256_GCM_SHA384,X25519,44947.00,223.00,440.00,134.00,1352.00
311,TLS_AES_256_GCM_SHA384,X25519,44895.00,254.00,549.00,143.00,1331.00
312,TLS_AES_256_GCM_SHA384,X25519,44764.00,200.00,545.00,114.00,1258.00
313,TLS_AES_256_GCM_SHA384,X25519,45041.00,250.00,426.00,137.00,1189.00
314,TLS_AES_256_GCM_SHA384,X25519,43668.00,184.00,363.00,112.00,1281.00
315,TLS_AES_256_GCM_SHA384,X25519,44049.00,208.00,432.00,184.00,1075.00
316,TLS_AES_256_GCM_SHA384,X25519,43676.00,228.00,392.00,187.00,1155.00
317,TLS_AES_256_GCM_SHA384,X25519,42869.00,273.00,310.00,99.00,985.00
318,TLS_AES_256_GCM_SHA384,X25519,43124.00,121.00,298.00,86.00,588.00
319,TLS_AES_256_GCM_SHA384,X25519,44103.00,197.00,345.00,102.00,1020.00
320,TLS_AES_256_GCM_SHA384,X25519,43837.00,243.00,392.00,121.00,1152.00
321,TLS_AES_256_GCM_SHA384,X25519,43930.00,190.00,360.00,116.00,1084.00
322,TLS_AES_256_GCM_SHA384,X25519,43884.00,252.00,483.00,104.00,1142.00
323,TLS_AES_256_GCM_SHA384,X25519,44737.00,201.00,395.00,123.00,1536.00
324,TLS_AES_256_GCM_SHA384,X25519,43804.00,200.00,408.00,123.00,1134.00
325,TLS_AES_256_GCM_SHA384,X25519,44037.00,188.00,310.00,129.00,1226.00
326,TLS_AES_256_GCM_SHA384,X25519,44131.00,210.00,359.00,99.00,1015.00
327,TLS_AES_256_GCM_SHA384,X25519,44837.00,202.00,383.00,127.00,1282.00
328,TLS_AES_256_GCM_SHA384,X25519,44834.00,227.00,387.00,110.00,1101.00
329,TLS_AES_256_GCM_SHA384,X25519,44766.00,222.00,395.00,125.00,1383.00
330,TLS_AES_256_GCM_SHA384,X25519,44115.00,283.00,403.00,119.00,1205.00
331,TLS_AES_256_GCM_SHA384,X25519,43825.00,202.00,353.00,113.00,1020.00
332,TLS_AES_256_GCM_SHA384,X25519,43780.00,203.00,400.00,121.00,1086.00
333,TLS_AES_256_GCM_SHA384,X25519,43937.00,456.00,292.00,103.00,969.00
334,TLS_AES_256_GCM_SHA384,X25519,43961.00,177.00,377.00,113.00,1269.00
335,TLS_AES_256_GCM_SHA384,X25519,45020.00,225.00,391.00,114.00,1079.00
336,TLS_AES_256_GCM_SHA384,X25519,45746.00,282.00,554.00,148.00,1671.00
337,TLS_AES_256_GCM_SHA384,X25519,45479.00,369.00,484.00,175.00,1521.00
338,TLS_AES_256_GCM_SHA384,X25519,44549.00,384.00,411.00,124.00,972.00
339,TLS_AES_256_GCM_SHA384,X25519,44721.00,288.00,412.00,160.00,1176.00
340,TLS_AES_256_GCM_SHA384,X25519,43436.00,261.00,361.00,125.00,1001.00
341,TLS_AES_256_GCM_SHA384,X25519,44590.00,199.00,317.00,107.00,1089.00
342,TLS_AES_256_GCM_SHA384,X25519,42989.00,102.00,194.00,80.00,827.00
343,TLS_AES_256_GCM_SHA384,X25519,41994.00,100.00,189.00,77.00,662.00
344,TLS_AES_256_GCM_SHA384,X25519,42015.00,100.00,205.00,66.00,732.00
345,TLS_AES_256_GCM_SHA384,X25519,42918.00,105.00,218.00,89.00,714.00
346,TLS_AES_256_GCM_SHA384,X25519,41976.00,84.00,156.00,175.00,525.00
347,TLS_AES_256_GCM_SHA384,X25519,41887.00,89.00,283.00,55.00,532.00
348,TLS_AES_256_GCM_SHA384,X25519,42557.00,84.00,156.00,52.00,818.00
349,TLS_AES_256_GCM_SHA384,X25519,46069.00,328.00,552.00,153.00,1418.00
350,TLS_AES_256_GCM_SHA384,X25519,45771.00,384.00,381.00,126.00,1095.00
351,TLS_AES_256_GCM_SHA384,X25519,44731.00,296.00,587.00,154.00,1129.00
352,TLS_AES_256_GCM_SHA384,X25519,45732.00,354.00,592.00,150.00,1860.00
353,TLS_AES_256_GCM_SHA384,X25519,43843.00,200.00,414.00,120.00,1162.00
354,TLS_AES_256_GCM_SHA384,X25519,45124.00,296.00,515.00,139.00,1279.00
355,TLS_AES_256_GCM_SHA384,X25519,44890.00,276.00,476.00,174.00,1351.00
356,TLS_AES_256_GCM_SHA384,X25519,45557.00,314.00,522.00,157.00,1650.00
357,TLS_AES_256_GCM_SHA384,X25519,45770.00,393.00,548.00,159.00,1639.00
358,TLS_AES_256_GCM_SHA384,X25519,44536.00,355.00,362.00,125.00,1224.00
359,TLS_AES_256_GCM_SHA384,X25519,46226.00,292.00,619.00,195.00,972.00
360,TLS_AES_256_GCM_SHA384,X25519,44334.00,392.00,543.00,152.00,1416.00
361,TLS_AES_256_GCM_SHA384,X25519,44076.00,348.00,387.00,112.00,1204.00
362,TLS_AES_256_GCM_SHA384,X25519,45061.00,274.00,359.00,144.00,1095.00
363,TLS_AES_256_GCM_SHA384,X25519,44564.00,297.00,608.00,152.00,1180.00
364,TLS_AES_256_GCM_SHA384,X25519,43897.00,170.00,343.00,131.00,1295.00
365,TLS_AES_256_GCM_SHA384,X25519,44555.00,221.00,477.00,132.00,1407.00
366,TLS_AES_256_GCM_SHA384,X25519,41983.00,112.00,225.00,73.00,742.00
367,TLS_AES_256_GCM_SHA384,X25519,43434.00,94.00,194.00,63.00,675.00
368,TLS_AES_256_GCM_SHA384,X25519,44055.00,234.00,297.00,110.00,959.00
369,TLS_AES_256_GCM_SHA384,X25519,44005.00,248.00,359.00,124.00,925.00
370,TLS_AES_256_GCM_SHA384,X25519,44659.00,296.00,481.00,128.00,1088.00
371,TLS_AES_256_GCM_SHA384,X25519,44869.00,305.00,566.00,184.00,1019.00
372,TLS_AES_256_GCM_SHA384,X25519,44078.00,220.00,398.00,119.00,1125.00
373,TLS_AES_256_GCM_SHA384,X25519,46457.00,387.00,399.00,156.00,778.00
374,TLS_AES_256_GCM_SHA384,X25519,44949.00,288.00,510.00,193.00,1136.00
375,TLS_AES_256_GCM_SHA384,X25519,44888.00,409.00,564.00,151.00,988.00
376,TLS_AES_256_GCM_SHA384,X25519,43932.00,244.00,357.00,125.00,1048.00
377,TLS_AES_256_GCM_SHA384,X25519,44599.00,297.00,597.00,152.00,1097.00
378,TLS_AES_256_GCM_SHA384,X25519,44793.00,337.00,578.00,143.00,1057.00
379,TLS_AES_256_GCM_SHA384,X25519,44847.00,322.00,548.00,150.00,1379.00
380,TLS_AES_256_GCM_SHA384,X25519,44855.00,286.00,496.00,135.00,1302.00
381,TLS_AES_256_GCM_SHA384,X25519,43808.00,200.00,398.00,123.00,1176.00
382,TLS_AES_256_GCM_SHA384,X25519,45191.00,227.00,409.00,123.00,1144.00
383,TLS_AES_256_GCM_SHA384,X25519,44825.00,355.00,561.00,149.00,1405.00
384,TLS_AES_256_GCM_SHA384,X25519,45628.00,343.00,564.00,147.00,1423.00
385,TLS_AES_256_GCM_SHA384,X25519,44974.00,355.00,552.00,150.00,1386.00
386,TLS_AES_256_GCM_SHA384,X25519,44437.00,253.00,480.00,150.00,1352.00
387,TLS_AES_256_GCM_SHA384,X25519,43950.00,221.00,477.00,135.00,1263.00
388,TLS_AES_256_GCM_SHA384,X25519,44710.00,224.00,454.00,136.00,1397.00
389,TLS_AES_256_GCM_SHA384,X25519,44394.00,167.00,358.00,98.00,676.00
390,TLS_AES_256_GCM_SHA384,X25519,45752.00,380.00,558.00,150.00,1478.00
391,TLS_AES_256_GCM_SHA384,X25519,45728.00,401.00,431.00,173.00,1170.00
392,TLS_AES_256_GCM_SHA384,X25519,45375.00,608.00,548.00,155.00,1460.00
393,TLS_AES_256_GCM_SHA384,X25519,43242.00,222.00,257.00,115.00,839.00
394,TLS_AES_256_GCM_SHA384,X25519,44853.00,294.00,616.00,159.00,1198.00
395,TLS_AES_256_GCM_SHA384,X25519,45254.00,344.00,576.00,142.00,1398.00
396,TLS_AES_256_GCM_SHA384,X25519,44438.00,349.00,387.00,121.00,1031.00
397,TLS_AES_256_GCM_SHA384,X25519,44668.00,255.00,542.00,147.00,903.00
398,TLS_AES_256_GCM_SHA384,X25519,44018.00,198.00,410.00,120.00,1095.00
399,TLS_AES_256_GCM_SHA384,X25519,43823.00,184.00,372.00,112.00,1068.00
400,TLS_AES_256_GCM_SHA384,X25519,45033.00,201.00,410.00,123.00,1401.00
401,TLS_AES_256_GCM_SHA384,X25519,45514.00,227.00,269.00,111.00,495.00
402,TLS_AES_256_GCM_SHA384,X25519,45089.00,231.00,389.00,119.00,1138.00
403,TLS_AES_256_GCM_SHA384,X25519,43726.00,185.00,374.00,113.00,1113.00
404,TLS_AES_256_GCM_SHA384,X25519,45008.00,228.00,394.00,121.00,1160.00
405,TLS_AES_256_GCM_SHA384,X25519,44786.00,229.00,389.00,121.00,1133.00
406,TLS_AES_256_GCM_SHA384,X25519,45019.00,221.00,389.00,121.00,1157.00
407,TLS_AES_256_GCM_SHA384,X25519,43690.00,199.00,402.00,122.00,1286.00
408,TLS_AES_256_GCM_SHA384,X25519,44065.00,255.00,425.00,115.00,1139.00
409,TLS_AES_256_GCM_SHA384,X25519,43395.00,182.00,379.00,112.00,1081.00
410,TLS_AES_256_GCM_SHA384,X25519,42198.00,109.00,206.00,65.00,649.00
411,TLS_AES_256_GCM_SHA384,X25519,43382.00,172.00,282.00,94.00,733.00
412,TLS_AES_256_GCM_SHA384,X25519,44910.00,250.00,531.00,186.00,1120.00
413,TLS_AES_256_GCM_SHA384,X25519,45797.00,476.00,544.00,151.00,1617.00
414,TLS_AES_256_GCM_SHA384,X25519,45604.00,347.00,558.00,146.00,1433.00
415,TLS_AES_256_GCM_SHA384,X25519,44856.00,354.00,588.00,149.00,1396.00
416,TLS_AES_256_GCM_SHA384,X25519,44616.00,438.00,574.00,151.00,1409.00
417,TLS_AES_256_GCM_SHA384,X25519,45943.00,334.00,588.00,226.00,1584.00
418,TLS_AES_256_GCM_SHA384,X25519,46171.00,328.00,554.00,160.00,1669.00
419,TLS_AES_256_GCM_SHA384,X25519,44669.00,316.00,521.00,138.00,1542.00
420,TLS_AES_256_GCM_SHA384,X25519,44808.00,370.00,375.00,115.00,1022.00
421,TLS_AES_256_GCM_SHA384,X25519,44924.00,301.00,626.00,153.00,1152.00
422,TLS_AES_256_GCM_SHA384,X25519,44825.00,355.00,409.00,126.00,1197.00
423,TLS_AES_256_GCM_SHA384,X25519,44677.00,297.00,616.00,154.00,1177.00
424,TLS_AES_256_GCM_SHA384,X25519,45119.00,347.00,586.00,155.00,1395.00
425,TLS_AES_256_GCM_SHA384,X25519,44657.00,392.00,501.00,134.00,1250.00
426,TLS_AES_256_GCM_SHA384,X25519,45272.00,345.00,555.00,147.00,1457.00
427,TLS_AES_256_GCM_SHA384,X25519,44100.00,204.00,436.00,129.00,1326.00
428,TLS_AES_256_GCM_SHA384,X25519,44875.00,251.00,444.00,174.00,1435.00
429,TLS_AES_256_GCM_SHA384,X25519,45023.00,317.00,428.00,135.00,1578.00
430,TLS_AES_256_GCM_SHA384,X25519,44573.00,313.00,514.00,149.00,1486.00
431,TLS_AES_256_GCM_SHA384,X25519,43895.00,224.00,390.00,116.00,1234.00
432,TLS_AES_256_GCM_SHA384,X25519,43874.00,230.00,402.00,138.00,1259.00
433,TLS_AES_256_GCM_SHA384,X25519,44546.00,246.00,433.00,128.00,1432.00
434,TLS_AES_256_GCM_SHA384,X25519,44712.00,255.00,512.00,139.00,1442.00
435,TLS_AES_256_GCM_SHA384,X25519,45233.00,358.00,550.00,163.00,1724.00
436,TLS_AES_256_GCM_SHA384,X25519,45042.00,226.00,395.00,145.00,1191.00
437,TLS_AES_256_GCM_SHA384,X25519,43640.00,200.00,264.00,92.00,922.00
438,TLS_AES_256_GCM_SHA384,X25519,43919.00,212.00,349.00,100.00,913.00
439,TLS_AES_256_GCM_SHA384,X25519,44256.00,194.00,496.00,126.00,1248.00
440,TLS_AES_256_GCM_SHA384,X25519,44699.00,372.00,373.00,111.00,1045.00
441,TLS_AES_256_GCM_SHA384,X25519,44780.00,297.00,414.00,177.00,1072.00
442,TLS_AES_256_GCM_SHA384,X25519,44658.00,390.00,567.00,149.00,1385.00
443,TLS_AES_256_GCM_SHA384,X25519,44756.00,352.00,590.00,151.00,1450.00
444,TLS_AES_256_GCM_SHA384,X25519,44814.00,253.00,554.00,137.00,1114.00
445,TLS_AES_256_GCM_SHA384,X25519,45043.00,294.00,629.00,155.00,1248.00
446,TLS_AES_256_GCM_SHA384,X25519,44898.00,273.00,441.00,168.00,1235.00
447,TLS_AES_256_GCM_SHA384,X25519,44780.00,401.00,591.00,148.00,1444.00
448,TLS_AES_256_GCM_SHA384,X25519,44926.00,292.00,422.00,131.00,1292.00
449,TLS_AES_256_GCM_SHA384,X25519,43930.00,269.00,361.00,175.00,813.00
450,TLS_AES_256_GCM_SHA384,X25519,43979.00,228.00,342.00,110.00,885.00
451,TLS_AES_256_GCM_SHA384,X25519,44533.00,286.00,597.00,153.00,1132.00
452,TLS_AES_256_GCM_SHA384,X25519,45230.00,253.00,503.00,147.00,1582.00
453,TLS_AES_256_GCM_SHA384,X25519,44432.00,458.00,580.00,150.00,1398.00
454,TLS_AES_256_GCM_SHA384,X25519,44061.00,203.00,404.00,124.00,1364.00
455,TLS_AES_256_GCM_SHA384,X25519,45108.00,252.00,481.00,149.00,1709.00
456,TLS_AES_256_GCM_SHA384,X25519,44619.00,332.00,536.00,135.00,1294.00
457,TLS_AES_256_GCM_SHA384,X25519,43766.00,223.00,489.00,133.00,1243.00
458,TLS_AES_256_GCM_SHA384,X25519,44055.00,532.00,290.00,101.00,974.00
459,TLS_AES_256_GCM_SHA384,X25519,43529.00,196.00,407.00,113.00,1355.00
460,TLS_AES_256_GCM_SHA384,X25519,42302.00,93.00,195.00,117.00,664.00
461,TLS_AES_256_GCM_SHA384,X25519,44043.00,241.00,397.00,153.00,1250.00
462,TLS_AES_256_GCM_SHA384,X25519,43779.00,222.00,285.00,99.00,974.00
463,TLS_AES_256_GCM_SHA384,X25519,43789.00,191.00,351.00,103.00,928.00
464,TLS_AES_256_GCM_SHA384,X25519,43909.00,127.00,181.00,64.00,1022.00
465,TLS_AES_256_GCM_SHA384,X25519,44208.00,279.00,311.00,96.00,824.00
466,TLS_AES_256_GCM_SHA384,X25519,43911.00,175.00,280.00,93.00,954.00
467,TLS_AES_256_GCM_SHA384,X25519,43836.00,247.00,361.00,124.00,963.00
468,TLS_AES_256_GCM_SHA384,X25519,44686.00,289.00,426.00,141.00,1162.00
469,TLS_AES_256_GCM_SHA384,X25519,46087.00,287.00,593.00,165.00,1678.00
470,TLS_AES_256_GCM_SHA384,X25519,44775.00,257.00,485.00,153.00,1558.00
471,TLS_AES_256_GCM_SHA384,X25519,45881.00,459.00,582.00,159.00,1683.00
472,TLS_AES_256_GCM_SHA384,X25519,46256.00,357.00,576.00,157.00,1596.00
473,TLS_AES_256_GCM_SHA384,X25519,44289.00,384.00,393.00,111.00,908.00
474,TLS_AES_256_GCM_SHA384,X25519,43611.00,219.00,358.00,113.00,982.00
475,TLS_AES_256_GCM_SHA384,X25519,43669.00,204.00,347.00,112.00,902.00
476,TLS_AES_256_GCM_SHA384,X25519,41937.00,88.00,135.00,49.00,509.00
477,TLS_AES_256_GCM_SHA384,X25519,42408.00,102.00,135.00,63.00,445.00
478,TLS_AES_256_GCM_SHA384,X25519,43935.00,217.00,305.00,102.00,941.00
479,TLS_AES_256_GCM_SHA384,X25519,44912.00,246.00,501.00,177.00,926.00
480,TLS_AES_256_GCM_SHA384,X25519,44762.00,387.00,442.00,122.00,930.00
481,TLS_AES_256_GCM_SHA384,X25519,44747.00,310.00,467.00,142.00,1236.00
482,TLS_AES_256_GCM_SHA384,X25519,45531.00,433.00,574.00,157.00,1690.00
483,TLS_AES_256_GCM_SHA384,X25519,45050.00,536.00,516.00,134.00,1249.00
484,TLS_AES_256_GCM_SHA384,X25519,44874.00,220.00,395.00,128.00,1403.00
485,TLS_AES_256_GCM_SHA384,X25519,44684.00,210.00,356.00,110.00,1047.00
486,TLS_AES_256_GCM_SHA384,X25519,44287.00,235.00,442.00,125.00,1349.00
487,TLS_AES_256_GCM_SHA384,X25519,44639.00,338.00,355.00,100.00,1056.00
488,TLS_AES_256_GCM_SHA384,X25519,44875.00,227.00,468.00,134.00,1338.00
489,TLS_AES_256_GCM_SHA384,X25519,45186.00,219.00,392.00,120.00,1175.00
490,TLS_AES_256_GCM_SHA384,X25519,44689.00,222.00,424.00,131.00,1304.00
491,TLS_AES_256_GCM_SHA384,X25519,44886.00,201.00,411.00,120.00,1449.00
492,TLS_AES_256_GCM_SHA384,X25519,44672.00,283.00,563.00,141.00,1099.00
493,TLS_AES_256_GCM_SHA384,X25519,44979.00,246.00,400.00,124.00,1179.00
494,TLS_AES_256_GCM_SHA384,X25519,45031.00,207.00,354.00,109.00,1046.00
495,TLS_AES_256_GCM_SHA384,X25519,44867.00,246.00,446.00,140.00,1635.00
496,TLS_AES_256_GCM_SHA384,X25519,45176.00,225.00,395.00,145.00,1169.00
497,TLS_AES_256_GCM_SHA384,X25519,45507.00,450.00,557.00,154.00,1770.00
498,TLS_AES_256_GCM_SHA384,X25519,44837.00,240.00,395.00,119.00,1134.00
499,TLS_AES_256_GCM_SHA384,X25519,44643.00,199.00,421.00,121.00,1464.00
500,TLS_AES_256_GCM_SHA384,X25519,43125.00,184.00,285.00,91.00,908.00
501,TLS_AES_256_GCM_SHA384,X25519,43933.00,203.00,422.00,123.00,1227.00
502,TLS_AES_256_GCM_SHA384,X25519,43970.00,186.00,432.00,114.00,1184.00
503,TLS_AES_256_GCM_SHA384,X25519,43847.00,250.00,484.00,96.00,1193.00
504,TLS_AES_256_GCM_SHA384,X25519,44916.00,201.00,427.00,125.00,1706.00
505,TLS_AES_256_GCM_SHA384,X25519,44702.00,224.00,433.00,136.00,1792.00
506,TLS_AES_256_GCM_SHA384,X25519,46042.00,334.00,601.00,153.00,1405.00
507,TLS_AES_256_GCM_SHA384,X25519,44927.00,223.00,763.00,153.00,1487.00
508,TLS_AES_256_GCM_SHA384,X25519,44756.00,223.00,500.00,138.00,1091.00
509,TLS_AES_256_GCM_SHA384,X25519,43974.00,200.00,434.00,121.00,1150.00
510,TLS_AES_256_GCM_SHA384,X25519,45690.00,291.00,534.00,146.00,1563.00
511,TLS_AES_256_GCM_SHA384,X25519,45056.00,542.00,478.00,132.00,1167.00
512,TLS_AES_256_GCM_SHA384,X25519,44840.00,206.00,353.00,114.00,1157.00
513,TLS_AES_256_GCM_SHA384,X25519,45183.00,226.00,395.00,127.00,1536.00
514,TLS_AES_256_GCM_SHA384,X25519,45292.00,352.00,367.00,130.00,1402.00
515,TLS_AES_256_GCM_SHA384,X25519,45321.00,298.00,614.00,229.00,1123.00
516,TLS_AES_256_GCM_SHA384,X25519,45481.00,366.00,610.00,157.00,1644.00
517,TLS_AES_256_GCM_SHA384,X25519,45776.00,404.00,593.00,158.00,1716.00
518,TLS_AES_256_GCM_SHA384,X25519,46367.00,444.00,584.00,164.00,1685.00
519,TLS_AES_256_GCM_SHA384,X25519,44177.00,265.00,375.00,124.00,1078.00
520,TLS_AES_256_GCM_SHA384,X25519,44652.00,299.00,630.00,173.00,1165.00
521,TLS_AES_256_GCM_SHA384,X25519,44744.00,249.00,515.00,153.00,1664.00
522,TLS_AES_256_GCM_SHA384,X25519,44919.00,396.00,410.00,124.00,1439.00
523,TLS_AES_256_GCM_SHA384,X25519,44960.00,277.00,392.00,126.00,1429.00
524,TLS_AES_256_GCM_SHA384,X25519,44211.00,200.00,435.00,124.00,1243.00
525,TLS_AES_256_GCM_SHA384,X25519,45556.00,350.00,372.00,128.00,1468.00
526,TLS_AES_256_GCM_SHA384,X25519,44611.00,287.00,583.00,150.00,1144.00
527,TLS_AES_256_GCM_SHA384,X25519,45121.00,242.00,315.00,111.00,1124.00
528,TLS_AES_256_GCM_SHA384,X25519,44793.00,283.00,414.00,169.00,1113.00
529,TLS_AES_256_GCM_SHA384,X25519,44518.00,340.00,343.00,124.00,1125.00
530,TLS_AES_256_GCM_SHA384,X25519,44854.00,289.00,608.00,150.00,1073.00
531,TLS_AES_256_GCM_SHA384,X25519,44591.00,293.00,363.00,123.00,984.00
532,TLS_AES_256_GCM_SHA384,X25519,44630.00,290.00,642.00,154.00,1140.00
533,TLS_AES_256_GCM_SHA384,X25519,44984.00,353.00,616.00,150.00,1043.00
534,TLS_AES_256_GCM_SHA384,X25519,45668.00,390.00,555.00,147.00,1480.00
535,TLS_AES_256_GCM_SHA384,X25519,44800.00,373.00,507.00,151.00,1308.00
536,TLS_AES_256_GCM_SHA384,X25519,44481.00,377.00,401.00,123.00,1030.00
537,TLS_AES_256_GCM_SHA384,X25519,45231.00,300.00,436.00,175.00,1179.00
538,TLS_AES_256_GCM_SHA384,X25519,45766.00,546.00,486.00,139.00,1472.00
539,TLS_AES_256_GCM_SHA384,X25519,45392.00,418.00,595.00,159.00,1390.00
540,TLS_AES_256_GCM_SHA384,X25519,45649.00,290.00,694.00,171.00,1169.00
541,TLS_AES_256_GCM_SHA384,X25519,44275.00,209.00,458.00,138.00,1119.00
542,TLS_AES_256_GCM_SHA384,X25519,44754.00,250.00,520.00,181.00,1061.00
543,TLS_AES_256_GCM_SHA384,X25519,44643.00,319.00,409.00,119.00,1156.00
544,TLS_AES_256_GCM_SHA384,X25519,43703.00,216.00,331.00,108.00,899.00
545,TLS_AES_256_GCM_SHA384,X25519,44099.00,250.00,356.00,109.00,951.00
546,TLS_AES_256_GCM_SHA384,X25519,43820.00,203.00,292.00,99.00,841.00
547,TLS_AES_256_GCM_SHA384,X25519,45253.00,274.00,525.00,241.00,1407.00
548,TLS_AES_256_GCM_SHA384,X25519,44539.00,320.00,399.00,126.00,1120.00
549,TLS_AES_256_GCM_SHA384,X25519,44463.00,285.00,544.00,155.00,944.00
550,TLS_AES_256_GCM_SHA384,X25519,44999.00,278.00,478.00,133.00,1254.00
551,TLS_AES_256_GCM_SHA384,X25519,45026.00,252.00,361.00,111.00,1010.00
552,TLS_AES_256_GCM_SHA384,X25519,44592.00,246.00,486.00,134.00,894.00
553,TLS_AES_256_GCM_SHA384,X25519,45006.00,252.00,476.00,149.00,1321.00
554,TLS_AES_256_GCM_SHA384,X25519,44058.00,222.00,445.00,134.00,1238.00
555,TLS_AES_256_GCM_SHA384,X25519,45676.00,324.00,523.00,145.00,1352.00
556,TLS_AES_256_GCM_SHA384,X25519,45026.00,250.00,453.00,168.00,1349.00
557,TLS_AES_256_GCM_SHA384,X25519,45211.00,306.00,514.00,151.00,1410.00
558,TLS_AES_256_GCM_SHA384,X25519,45151.00,256.00,494.00,143.00,1372.00
559,TLS_AES_256_GCM_SHA384,X25519,44833.00,255.00,436.00,158.00,1339.00
560,TLS_AES_256_GCM_SHA384,X25519,44983.00,222.00,394.00,127.00,1463.00
561,TLS_AES_256_GCM_SHA384,X25519,44658.00,242.00,428.00,133.00,1505.00
562,TLS_AES_256_GCM_SHA384,X25519,43922.00,201.00,426.00,124.00,1246.00
563,TLS_AES_256_GCM_SHA384,X25519,44172.00,272.00,510.00,105.00,1187.00
564,TLS_AES_256_GCM_SHA384,X25519,46632.00,158.00,272.00,85.00,919.00
565,TLS_AES_256_GCM_SHA384,X25519,45218.00,223.00,395.00,120.00,1205.00
566,TLS_AES_256_GCM_SHA384,X25519,44246.00,322.00,481.00,148.00,1357.00
567,TLS_AES_256_GCM_SHA384,X25519,41906.00,102.00,211.00,67.00,675.00
568,TLS_AES_256_GCM_SHA384,X25519,42996.00,94.00,171.00,76.00,908.00
569,TLS_AES_256_GCM_SHA384,X25519,42378.00,83.00,157.00,71.00,629.00
570,TLS_AES_256_GCM_SHA384,X25519,45198.00,645.00,400.00,112.00,1141.00
571,TLS_AES_256_GCM_SHA384,X25519,44495.00,288.00,598.00,152.00,1186.00
572,TLS_AES_256_GCM_SHA384,X25519,45318.00,263.00,363.00,155.00,1171.00
573,TLS_AES_256_GCM_SHA384,X25519,45687.00,552.00,533.00,158.00,1685.00
574,TLS_AES_256_GCM_SHA384,X25519,44923.00,254.00,486.00,176.00,1469.00
575,TLS_AES_256_GCM_SHA384,X25519,46157.00,400.00,548.00,160.00,1688.00
576,TLS_AES_256_GCM_SHA384,X25519,44037.00,269.00,371.00,126.00,1124.00
577,TLS_AES_256_GCM_SHA384,X25519,45923.00,300.00,436.00,135.00,1212.00
578,TLS_AES_256_GCM_SHA384,X25519,45383.00,251.00,491.00,148.00,1426.00
579,TLS_AES_256_GCM_SHA384,X25519,45784.00,402.00,548.00,149.00,1468.00
580,TLS_AES_256_GCM_SHA384,X25519,46245.00,435.00,542.00,149.00,1397.00
581,TLS_AES_256_GCM_SHA384,X25519,44925.00,255.00,482.00,148.00,1362.00
582,TLS_AES_256_GCM_SHA384,X25519,44920.00,222.00,393.00,127.00,1468.00
583,TLS_AES_256_GCM_SHA384,X25519,43774.00,270.00,379.00,122.00,1052.00
584,TLS_AES_256_GCM_SHA384,X25519,44052.00,208.00,438.00,123.00,1330.00
585,TLS_AES_256_GCM_SHA384,X25519,44569.00,281.00,429.00,118.00,1233.00
586,TLS_AES_256_GCM_SHA384,X25519,44140.00,339.00,362.00,124.00,1013.00
587,TLS_AES_256_GCM_SHA384,X25519,45507.00,251.00,461.00,135.00,856.00
588,TLS_AES_256_GCM_SHA384,X25519,44312.00,312.00,372.00,124.00,977.00
589,TLS_AES_256_GCM_SHA384,X25519,44429.00,298.00,609.00,173.00,1263.00
590,TLS_AES_256_GCM_SHA384,X25519,44376.00,212.00,300.00,98.00,1062.00
591,TLS_AES_256_GCM_SHA384,X25519,44705.00,257.00,499.00,193.00,933.00
592,TLS_AES_256_GCM_SHA384,X25519,45783.00,381.00,602.00,152.00,1497.00
593,TLS_AES_256_GCM_SHA384,X25519,46105.00,282.00,531.00,179.00,1521.00
594,TLS_AES_256_GCM_SHA384,X25519,45543.00,483.00,612.00,159.00,1877.00
595,TLS_AES_256_GCM_SHA384,X25519,45468.00,287.00,889.00,176.00,1105.00
596,TLS_AES_256_GCM_SHA384,X25519,44220.00,305.00,394.00,124.00,979.00
597,TLS_AES_256_GCM_SHA384,X25519,44990.00,247.00,367.00,124.00,1114.00
598,TLS_AES_256_GCM_SHA384,X25519,45503.00,258.00,512.00,183.00,1067.00
599,TLS_AES_256_GCM_SHA384,X25519,44008.00,284.00,372.00,123.00,1022.00
600,TLS_AES_256_GCM_SHA384,X25519,45544.00,302.00,619.00,173.00,999.00
601,TLS_AES_256_GCM_SHA384,X25519,44024.00,257.00,342.00,112.00,992.00
602,TLS_AES_256_GCM_SHA384,X25519,44681.00,227.00,472.00,133.00,1369.00
